id,imdb_id,title,original_title,overview,tagline,status,runtime,release_date,budget,revenue,popularity,vote_average,vote_count,genres,production_companies,production_countries,spoken_languages,homepage,adult,original_language,belongs_to_collection,poster_path,backdrop_path
430474,tt4105584,Deep,Deep,"In 2100, when humanity has abandoned the earth, a colony of extravagant creatures still thrives in the deepest abyss of the ocean.","Under pressure, everything gets complicated",Released,92,05/11/2017,6000000,10972300,3.189,6,141,"Animation, Family, Adventure","Grindstone Entertainment Group, The Thinklab, The Kraken Films, uMedia, Propulsion, Dragon Dreams, Silver Reel, Grid Animation","Belgium, China, Spain, Switzerland, United Kingdom, United States of America",English,,FALSE,en,,/xkPUKOpdpP4ShFqJlD1sXkLN72H.jpg,/3fUule7CGt4Eq1lPPqyz3qSXa8C.jpg
430521,tt6315524,Take Off,א´אµ‡א´•אµא´•אµ א´“א´«אµג€,"A group of Malayali nurses stranded in Iraq, must survive their capture by the extremists and reach out to the rescue team headed by the Indian government.",,Released,139,3/24/2017,1300000,3100000,1.0564,7.3,49,"Drama, Thriller, War","Rajesh Pillai Films, Anto Joseph Film Company",India,"Arabic, English, Malayalam",,FALSE,ml,,/t8Sp0gyC0dLdzrHoZ4Knh78p5GE.jpg,/dTSrcKddv7O4BRZyQYxMvWa2JZj.jpg
430727,tt5475734,303 Squadron,Dywizjon 303. Historia prawdziwa,"After the fall of the September Campaign of 1939, two Polish pilots are forced to fight for their nation in foreign battlefronts.",,Released,95,8/31/2018,3694425,7694425,1.3227,5.884,116,"War, Drama, History","Film Media, Lightcraft, Studio Orka",Poland,"English, Italian, German, Polish, French",,FALSE,pl,,/a3O1zY9INsubcJp1od8ccQULfhm.jpg,/sbkSGGHFtTfKMVIkYLBVWXWTX57.jpg
430759,tt3062374,Finn & the Sea of Noise,Finn & the Sea of Noise,"As Finn slips back into a groove of mindless parties, sunburn, and hangovers, he let's his life take a mind-numbing vacation. But when he's confronted with death first hand, he takes a new outlook on life, remembering his endless dreams and goals when he was young.  A micro-budget, DIY-minded, independent film incorporating elements from mumblecore and found footage cinema.","A portrait of a lost generation, seen through the mind of Finn, as he tries to find a new perspective and escape it.",Released,99,02/01/2016,8000,3000,0.5038,0,0,"Comedy, Drama",Weird Life Films,United States of America,English,https://vimeo.com/191747716,FALSE,en,,,
431017,tt6423776,Let the Sunshine In,Un beau soleil intֳ©rieur,"Isabelle, Parisian artist, divorced mother, is looking for love, true love, at last.","When you're not in love, what do you do?",Released,94,9/27/2017,2978000,4192590,2.2818,5.2,201,"Comedy, Drama, Romance","Ad Vitam Production, Curiosa Films, Versus Production, Playtime","Belgium, France",French,,FALSE,fr,,/6O5F7dN47KUTB1HXcBvQlaQYYR6.jpg,/FVsbs04gwhjCug1LBSFO1wtUOD.jpg
431435,tt5778384,Blockbuster,׀‘׀»׀¾׀÷׀±׀°ׁׁ‚׀µׁ€,A wannabe model from a small Russian town robs a local bank to fund her modeling career.,,Released,82,7/13/2017,562918,123842,0.4953,5.114,22,"Comedy, Crime",Hype Film,Russia,Russian,https://www.hypepro.tv/filmtv/video/blockbuster,FALSE,ru,,/4aVwWSlH5WnZyoBEBZ2sdvfnVte.jpg,/i6xCMCkMXw1SCXxrKJ5dAXBz7OP.jpg
431491,tt5883570,Bodied,Bodied,A progressive graduate student finds success and sparks outrage when his interest in battle rap as a thesis subject becomes a competitive obsession.,Meet Oakland's Newest Battle Rapper.,Released,120,11/02/2018,15000000,113956,2.7449,7.2,118,"Drama, Comedy, Music",YouTube Originals,United States of America,"English, Thai",http://www.bodiedmovie.com,FALSE,en,,/5urgy7sXFbvCK7SBmc0fF978AOb.jpg,/tnReBbHkaowJ4v7PpBiUzX29kRh.jpg
431530,tt6359956,A Bad Moms Christmas,A Bad Moms Christmas,"Amy, Kiki and Carla ג€“ three under-appreciated and over-burdened women ג€“ rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasnג€™t hard enough, they have to do all of that while hosting and entertaining their own mothers.",Celebrate the holidays like a mother.,Released,104,08/04/2017,28000000,130560428,6.0997,6.323,2113,Comedy,"STXfilms, Robert Simonds Productions, Suzanne Todd Productions, Huayi Brothers Pictures, Universal Pictures","United States of America, China",English,http://badmomsxmas.com/,FALSE,en,Bad Moms Collection,/gPNHolu7AGnrB7r5kvJRRTfwMFR.jpg,/aIF2xRhE7iGxQd6ITGNrwYdGB9e.jpg
431580,tt6324278,Abominable,Abominable,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.",Find your way home.,Released,97,9/19/2019,75000000,190304772,10.0436,7.46,2080,"Family, Animation, Adventure, Comedy","DreamWorks Animation, dentsu, Pearl Studio, Zhong Ming You Ying Film, Universal Pictures","China, Japan, United States of America",English,https://www.dreamworks.com/movies/abominable,FALSE,en,,/llhj3xtNes2Ri4d9HqtleKo1CfL.jpg,/tLCDKsXo6D84IVFanoElosSEKdp.jpg
431693,tt5814534,Spies in Disguise,Spies in Disguise,"Super spy Lance Sterling and scientist Walter Beckett are almost exact opposites. Lance is smooth, suave and debonair. Walter isג€¦ not. But what Walter lacks in social skills he makes up for in smarts and invention, creating the awesome gadgets Lance uses on his epic missions. But when events take an unexpected turn, Walter and Lance suddenly have to rely on each other in a whole new way.",Super Spy. Super Fly.,Released,102,12/04/2019,100000000,171616764,8.8319,7.584,2826,"Animation, Action, Adventure, Comedy, Family","Chernin Entertainment, Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",United States of America,English,https://family.foxmovies.com/movies/spies-in-disguise,FALSE,en,,/e7rWcrnuNej3JeVjqmRu0jVeRa4.jpg,/uG1v9Hk1XKICd6IJChRR20mBh8i.jpg
432068,tt5699154,C'est la vie!,Le Sens de la fֳ×te,"Max is a battle-weary veteran of the wedding-planning racket. His latest ג€” and last ג€” gig is a hell of a fֳ×te, involving stuffy period costumes for the caterers, a vain, hyper- sensitive singer who thinks he's a Gallic James Brown, and a morose, micromanaging groom determined to make Max's night as miserable as possible. But what makes the affair too bitter to endure is that Max's colleague and ostensible girlfriend, Joisette, seems to have written him off, coolly going about her professional duties while openly flirting with a much younger server. It's going to be a very long nightג€¦ especially once the groom's aerial serenade gets underway.",,Released,115,10/04/2017,17200000,23800000,3.3054,7.021,1493,Comedy,"Gaumont, Quad Films",France,French,,FALSE,fr,,/e9hIxAKPdXo9Fgwca6vT4USOXK6.jpg,/10ECHyeW7vZMjCLSRLak9K5fVdB.jpg
432165,tt6020428,The Pagan King,Nameja gredzens,"On his deathbed, the reigning king bestows power to an unexpected heir who must find strength within himself to unite his people against the violent crusades which threaten their freedom.",Live free or die.,Released,110,1/17/2018,2400000,18598,1.3859,6.4,78,"History, Adventure, Action",Platforma Filma,"United Kingdom, Latvia",English,,FALSE,lv,,/h1dH8MmGfeTqbLh8ZoIZaq64bkg.jpg,/vs5ji37MVqsDoTzUw2Mh018MzWd.jpg
432301,tt5270948,Chappaquiddick,Chappaquiddick,"Ted Kennedy's life and political career become derailed in the aftermath of a fatal car accident in 1969 that claims the life of a young campaign strategist, Mary Jo Kopechne.",The Untold True Story,Released,107,04/06/2018,34000000,17904202,4.7349,6.107,267,"History, Drama, Thriller","Apex Entertainment, DMG Entertainment, Film i Vֳ₪st, Chimney LA","Sweden, United States of America",English,,FALSE,en,,/kkTD7ufZd7AqAnZP5IMnrQXKRpM.jpg,/9ZwsGUTiODh5IR3vbgThe4qZ7O5.jpg
432527,tt5935704,Padmaavat,א₪×א₪¦א¥א₪®א₪¾א₪µא₪₪,"Rajputana, India, 13th century. The tyrannical usurper Alauddin Khilji, sultan of Delhi, becomes obsessed with Queen Padmavati, wife of King Ratan Singh of Mewar, and goes to great lengths to satisfy his greed for her.",The Goddess Queen,Released,163,1/25/2018,31000000,81673897,6.6087,6.9,280,"Drama, History, Romance","Bhansali Productions, Viacom18 Studios",India,Hindi,,FALSE,hi,,/5kk71s8Vmvt8XQOojevhTA5QcB0.jpg,/50reJgWrWTXK3fvGh8idw71gxAO.jpg
432583,tt6059074,Jomonte Suvisheshangal,א´אµ‹א´®אµ‹א´¨אµג€א´±אµ† א´¸אµא´µא´¿א´¶אµ‡א´·א´™אµא´™אµ¾...,"A wayward youth of a rich father, Jomon is a carefree youngster who doesnג€™t care about ג€˜being responsible enoughג€™ for his age. When the family lands in a financial soup out of the blue, a different side of the youngster surprisingly emerges. ג€‹",,Released,157,1/19/2017,1000000,6000000,1.2512,6.4,35,"Comedy, Drama, Family",Full Moon Cinema,India,"Malayalam, Tamil",,FALSE,ml,,/bGGYarM9KGD61F7Rmdioz6TJOuk.jpg,/c4MhvYvcVACqfdyQ7PPjQrDKzK8.jpg
432602,tt6322922,An Inconvenient Sequel: Truth to Power,An Inconvenient Sequel: Truth to Power,"A decade after An Inconvenient Truth brought climate change into the heart of popular culture comes the riveting and rousing follow-up that shows just how close we are to a real energy revolution. Vice President Al Gore continues his tireless fight, traveling around the world training an army of climate champions and influencing international climate policy. Cameras follow him behind the scenesג€”in moments private and public, funny and poignantג€”as he pursues the empowering notion that while the stakes have never been higher, the perils of climate change can be overcome with human ingenuity and passion.",Fight like your world depends on it,Released,100,7/28/2017,1000000,5398976,3.7086,6.645,166,Documentary,"Participant, Actual Films",United States of America,English,https://inconvenientsequel.tumblr.com,FALSE,en,An Inconvenient Collection,/fI0i5Tl7OO9tYHacNB0AHxLInSK.jpg,/9trJj4yG18FGT29pPnUjtJd2ouq.jpg
432641,tt4180286,Valley of Bones,Valley of Bones,A paleontologist gets a tip from an oil worker in the Badlands that may set her career back on track.,Some things are better left buried.,Released,90,09/01/2017,3000000,168738,1.7965,4.7,14,"Western, Crime, Thriller","Unmarked Van Films, Bad Medicine Films",United States of America,"English, Spanish",http://www.valleyofbonesthemovie.com,FALSE,en,,/yRaOLJumjzBq6xFNZMVZdnKlI0W.jpg,/oXfr4RVjvx0UZ4Vxp1eQ68WPLsW.jpg
433327,tt6054758,Kirik Party,א²•א²¿א²°א²¿א²•א³ א²×א²¾א²°א³א²א²¿,"Karna from a small town has joined this engineering college and he gangs up with his hostel mates Loki, Alexander, Manja and others to fuel a lot of mischief in the college.",,Released,165,12/30/2016,562680,7033500,0.8704,7.7,26,"Comedy, Drama","Paramvah Studios, Pushkar Films",India,Kannada,http://www.paramvah.com/films/kirik-party.html,FALSE,kn,,/oKPrrCNGJuYdmn0ZeUZbPCAvvun.jpg,/mXdxoXvtoOxQ3mnzbzuvpGuJ8cW.jpg
433356,tt4943322,The Ottoman Lieutenant,The Ottoman Lieutenant,"Lillie, a determined American woman, ventures overseas to join Dr. Jude at a remote medical mission in the Ottoman Empire (now Turkey). However, Lillie soon finds herself at odds with Jude and the missionג€™s founder, Woodruff, when she falls for the titular military man, Ismail, just as the war is about to erupt.",In a land on the brink of war the most dangerous place to be is in love.,Released,111,3/28/2017,40000000,413844,3.1032,6.137,260,"Romance, Drama, War",Eastern Sunrise Films,"Turkey, United States of America","Turkish, English",https://www.uphe.com/movies/the-ottoman-lieutenant,FALSE,en,,/keHVpf7x6Na3KK7ep2BXzd2jlCv.jpg,/7RJmCyuTPbckzian3DvSbfgWSYE.jpg
433694,tt5314190,Sgt. Stubby: An American Hero,Sgt. Stubby: An American Hero,The true story of the most decorated dog in American military history -- Sgt. Stubby -- and the enduring bonds he forged with his brothers-in-arms in the trenches of World War I.,The incredible true story of America's top underdog,Released,85,4/13/2018,25000000,4900000,3.7767,7.843,204,"Animation, Adventure, Family, History, War","Fun Academy Media Group, Mikros Image","Canada, France, Ireland, United Kingdom, United States of America","English, French, German",https://www.stubbymovie.com/,FALSE,en,,/o3eKgsZARPMrCoMZbPa3SI0La6H.jpg,/4pEbf7P2xlifhNmwAemcdAbomyZ.jpg
433808,tt5638642,The Ritual,The Ritual,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",Your darkest dream awaits you.,Released,94,10/11/2017,1000000,1786396,13.9306,6.263,3099,"Horror, Thriller, Mystery","Entertainment One, The Imaginarium, Sierra/Affinity","Canada, United Kingdom, United States of America","English, Swedish",,FALSE,en,,/9022CYEGqYETCeXN1oE3uwYJWub.jpg,/vaArQHq1lHFNppoJlMlv30Gs2fQ.jpg
434119,tt5606538,Confidential Assignment,ך³µל¡°,"When a crime organization from North Korea crosses borders and enters South Korean soil, a South Korean detective must cooperate with a North Korean detective to investigate their whereabouts.","Joint mission, hidden intentions.",Released,125,1/18/2017,8520000,56100000,3.1076,6.8,132,"Action, Drama","CJ Entertainment, JK Film, Rear Window, HB Entertainment",South Korea,"Mandarin, Korean, Portuguese",,FALSE,ko,Confidential Assignment,/gw1iBP09ZaxUgHlvmPpC4Y7dgq6.jpg,/lrZXLxzq9NaFJ0TzyJOH2HKsrWH.jpg
434245,tt5238240,The Stronghold,׀¡ׁ‚׀¾ׁ€׀¾׀¶׀¾׀²׀° ׀·׀°ׁׁ‚׀°׀²׀°,"A solar eclipse activates a magic time portal, and a regular schoolboy Vit'ko from the 21st century goes a thousand years back in time. It doesnג€™t take Vitya long to recognize the legendary bogatyrs in young Oleshko, powerful Ilya and severe Dobrynya. Their life passes in fighting cumans who try to destroy Rusichi at any cost, using both weapons and black magic. Vitya finds himself in the very midst of incredible events, battles with mythical creatures and acquires real courage.",Protect the past for the sake of the future,Released,100,10/12/2017,2000000,2745966,1.0983,7.19,224,"Action, Adventure, Comedy, Family, Fantasy, History",Kinorob,Ukraine,Ukrainian,,FALSE,uk,,/9Vyo740WlMp0C9qCnYp3fXbrOU0.jpg,/7yIoCsxeL2UzjUjULufEzIUlwI4.jpg
434273,tt4693612,Mr. Stein Goes Online,Un profil pour deux,"Pierre, widowed and retired, has not been out of his house for two years. He discovers the joys of the internet thanks to Alex, a young man hired by his daughter to teach him the basics of computer science. On a meeting place, a charming young woman, Flora63, seduced by the romanticism of Pierre, offers her a first date. Lovers, Pierre is back. But on his profile he put a picture of Alex and not his own. Pierre must convince the young man to meet Flora in his place",,Released,99,2/17/2017,5000000,3358085,1.1794,6,202,"Romance, Drama, Comedy","Detailfilm, Ici & Lֳ  Productions, Panache Productions, MMC Studios","Belgium, France, Germany",French,,FALSE,fr,,/2vOaVdkziJ4x91kgeCLE7urY6bC.jpg,/pgVoCAbOezeAsa2W9OHKTgyFmJs.jpg
434355,tt7238392,Taxi 5,Taxi 5,"A police officer who's transfered in the police of Marseille gets assigned to take down a group of Italian robbers who drive the powerfull Ferrari's with the older niece of Daniel, a terrible driver who gets the legendary white taxi.",,Released,102,04/07/2018,24625000,64497208,2.7859,5.391,1026,"Action, Comedy","ARP Sֳ©lection, EuropaCorp",France,"French, Japanese",,FALSE,fr,Taxi Collection,/cRY6NShGF0FFDnRHEDTj0spUGHU.jpg,/gO9KdIja23K3Dtg6T1U4vwMEaLA.jpg
434358,tt6449336,Belle and Sebastian 3: The Last Chapter,Belle et Sֳ©bastien 3 : Le Dernier Chapitre,"12 year-old Sebastian has decided not to follow his father and Angelina to Canada, deciding to stay in the alps to watch over Belle who has now become the mother of three beautiful pups. When a stranger arrives claiming to be Belleג€™s rightful owner, Sebastian will do all it takes to protect his best friend and her little ones.",,Released,97,02/07/2018,13500000,33895230,1.5776,6.605,181,"Adventure, Family","Gaumont Distribution, Radar Films, Epithֳ¨te Films",France,French,,FALSE,fr,Belle & Sebastian,/5LGqOaSFa7cwyvtt7OWxvbWkRA2.jpg,/wFmh4k2ywZiMPCzq2ERDd2tmXAF.jpg
434395,tt5832544,Gautamiputra Satakarni,א°—א±א°₪א°®א°¿א°×א±א°₪א±א°° א°¶א°¾א°₪א°•א°°א±א°£א°¿,"The emperor of Satavahana kingdom, Satakarni comes across many challenges when he attempts to convince his wife that their son is bound to take part in battles and vanquish his enemies.",,Released,135,01/12/2017,6000000,12000000,1.2221,5.6,13,"History, Drama, Action",First Frame Entertainment,India,Telugu,https://www.gautamiputrasatakarni.com/,FALSE,te,,/8Mb7hg3zvrrMfJioJNivxK3NFP4.jpg,/c8DbqWKTwL9jmvEzVDswJgrMHgN.jpg
434555,tt5734576,The Possession of Hannah Grace,The Possession of Hannah Grace,"When a cop who is just out of rehab takes the graveyard shift in a city hospital morgue, she faces a series of bizarre, violent events caused by an evil entity in one of the corpses.",Death is only the beginning.,Released,86,11/29/2018,9500000,43000000,6.6735,5.607,1377,"Horror, Drama","Screen Gems, Broken Road Productions",United States of America,English,https://www.possessionofhannahgrace.movie,FALSE,en,,/hDDb0H0uJp2wjoJBbBHbKlYRbug.jpg,/20htOsmt9XgupvQQVZt9E0p4GOZ.jpg
434780,,The Morrison Project,The Morrison Project,"A delightful romp in the vein of Monty Python and Mr. Show, 'The Morrison Project' is a surreal journey that presents itself as a tale spun by the ג€greatest grandpa in the world,ג€ Earnest Olג€™ Pete. Pete weaves an intricate tale, spinning yarns examining such unlikely subjects as a modest serial killer, a manג€™s paranoid defense of his suburban home, an attempt to grow the worldג€™s greatest grandfather and a post-apocalyptic trio trying to repopulate the earthג€™s plant life.",A Project That is Suspiciously Morrison-Free,Released,48,4/23/2004,10000,6000,0.1194,3,1,Comedy,,,,http://www.vueweekly.com/the_skits_just_keep_on_coming/,FALSE,en,,,
434884,tt6397530,Malapata,Malapata,Two friends who win the lottery have the worst day of their lives with constant bad luck and unexpected turn of events.,,Released,82,3/16/2017,25000,93039,0.3161,6.5,5,Comedy,SLX Productions,Portugal,Portuguese,,FALSE,pt,,/q3js3Zexz5EDOaAvL9vm4FsPwzv.jpg,/yN5hCwnpzpNFplZUo2ty4FHxh5e.jpg
435029,tt6256468,Sarvann,א¨¸א¨°א¨µא¨£,"It is an action, drama film about an NRI boy Mithu, coming to India to connect to his true roots.",,Released,116,1/13/2017,700000,2100000,0.4424,9,2,"Comedy, Action, Adventure, Family",Purple Pebble Pictures,"India, Canada",Punjabi,,FALSE,pa,,/9eupRSlbFeLOR1FmrLbQCQ1sDWs.jpg,
435397,,The Van,The Van,An animated documentary about the love and loss of a beloved 1992 Dodge van.,If only The Van could talk.,Released,10,4/17/2016,100,25,0.0143,0,0,"Animation, Documentary, Family",Fiddly Fig Animation Studios,United States of America,,https://www.facebook.com/TheVanFilm/,FALSE,en,,,
435410,tt6417204,Shatamanam Bhavati,א°¶א°₪א°®א°¾א°¨א°‚ א°­א°µא°₪א°¿,"The anguish that negligent children can cause is depicted here from the parents' perspective.  Raghavaraju (Prakash Raj) is a farming landlord in Atreyapuram village of Andhra Pradesh. He lives with his wife Janakamma (Jayasudha), along with his son Bangararaju (Naresh) his wife, and his son Raju (Sharwanand). Raghavaraju lives in this ancestral house built by his forefathers consisting of many generations living in the same household as a Joint family. However with changing times Ragahvarju's NRI sons and NRI daughter live in the United States, Canada, and Australia as nuclear families. After a gap of 10 years, all his children arrive in the village during the holiday season of Makar Sankranti, under mysterious circumstances after they receive an email from Raghavaraju who expresses his wish to divorce his wife Janakamma. What happens next and the events leading to this mysterious situation, and how Raghavaraju conveys his midlife crisis to his children forms the crux of the story.",,Released,135,1/14/2017,1200000,8100000,0.8836,6.2,9,"Drama, Family",Sri Venkateswara Creations,India,Telugu,,FALSE,te,,/jYlG2qUdmaeCerlbqyJwBYyeF7u.jpg,/wuzZvZiOaJ270xmSfRMbV1bvlJL.jpg
435577,tt3300980,The 12th Man,Den 12. mann,"After a failed anti-Nazi sabotage mission leaves his eleven comrades dead, a Norwegian resistance fighter finds himself fleeing the Gestapo through the snowbound reaches of Scandinavia.",Based on a true story of survival and hope,Released,136,12/25/2017,7806306,9567121,4.0837,7.2,561,"War, Drama","Zwart Arbeid, Nordisk Film Denmark",Norway,"English, Norwegian, Northern Sami",,FALSE,no,,/dxZ8iGf5jQoLcNqBJL6uzNTivp.jpg,/u8IIXvpP12Njywuays2yP5v5mwP.jpg
435615,tt5918982,Possessor,Possessor,"Tasya Vos, an elite corporate assassin, uses brain-implant technology to take control of other peopleג€™s bodies to terminate high profile targets. As she sinks deeper into her latest assignment, Vos becomes trapped inside a mind that threatens to obliterate her.",No body is safe.,Released,103,10/02/2020,2500000,911000,6.0725,6.357,906,"Horror, Thriller, Science Fiction","Rhombus Media, Rook Films, Particular Crowd, Arclight Films, Ingenious Media","Australia, Canada, United Kingdom, United States of America",English,http://rhombusmedia.com/film/possessor/,FALSE,en,,/xC9GZeJZ3NagdkGg9nLQx0aPG6J.jpg,/owTL741kAuvJDKYnXKJCgTRGRud.jpg
435800,tt5273624,Journey to the West: The Demons Strike Back,ט¥¿ז¸¸ֲ·ה¼ו¦–ח¯‡,"Tang Monk brings three disciples on a journey to the West. On the outside, everything seems harmonious. However, tension is present beneath the surface, and their hearts and minds are not in agreement. After a series of demon-capturing events, the monk and his disciples gain mutual understanding of each others' hardships and unease. Finally, they resolve their inner conflict and work together to become an all-conquering, demon-exorcising team.",,Released,109,1/28/2017,63900000,248805149,2.1226,5.712,111,"Adventure, Fantasy, Action","Star Overseas, China Film Group Corporation, Huayi Brothers Pictures, Hehe Pictures, Dadi Film Group, Lian Ray Pictures, Wanda Pictures","China, Hong Kong",Mandarin,,FALSE,zh,Journey to the West Collection,/aBwcH7Wb1j14s2YsNeKkOIAUBuw.jpg,/w7ghzBgSkAsf4b2NrMr7N54pkBS.jpg
435901,tt5091108,About Love,׀ ׀»ׁ׀±׀²׀¸,"Beautiful Nina lives happily married, as she saw it, with intelligent Alexandr, professor of Sinology. But the debt for the mortgage begins to disturb the relationship of spouses. One day she meets Sergey, the head of the bank where her husband has debt, and so begins their passionate relationships. The story of the relationship with married Sergey hardly promises happiness, but Nina realizes that for the first time she feels true love.","All happy families are happy alike, each unhappy family is unhappy in its own way",Released,95,3/23/2017,2000000,182710,2.1118,5.52,25,"Romance, Drama, Thriller",Studio 2-B-2 Entertainment,Russia,Russian,,FALSE,ru,,/4G7PwjKQu3QbV3POii9e2BBJMlQ.jpg,/p118Mmr8yodKPsQDhshrHPP63Gk.jpg
436071,,Heart - Live at the Royal Albert Hall with The Royal Philharmonic Orchestra,Heart - Live at the Royal Albert Hall with The Royal Philharmonic Orchestra,"Live performance from American rock band Heart, recorded in June 2016 at the Royal Albert Hall in London. Accompanied by the Royal Philharmonic Orchestra, the show features classic tracks including 'Magic Man', 'Crazy On You' and 'Barracuda'.",,Released,85,12/20/2016,100000,1000000,0.3835,8.7,3,Music,Eagle Rock Entertainment,Canada,English,,FALSE,en,,/3FargpZ4s9PFoBxDPWiYwjYdbqX.jpg,/aixJwDPfiUjs7MYC6IyIkwinuzL.jpg
436270,tt6443346,Black Adam,Black Adam,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian godsג€”and imprisoned just as quicklyג€”Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",The world needed a hero. It got Black Adam.,Released,125,10/19/2022,200000000,393452111,22.4072,6.9,6521,"Action, Adventure, Science Fiction","New Line Cinema, Flynn Picture Company, DC Films, Seven Bucks Productions, Warner Bros. Pictures",United States of America,English,https://www.dc.com/BlackAdam,FALSE,en,,/rCtreCr4xiYEWDQTebybolIh6Xe.jpg,/bQXAqRx2Fgc46uCVWgoPz5L5Dtr.jpg
436288,tt6481002,Tyler Perry's Madea on the Run - The Play,Tyler Perry's Madea on the Run - The Play,"In trouble with the local authorities, Mabel Simmons, notoriously known as Madea, is on the run from the law. With no place to turn, she moves in with her friend Bam who is recovering from surgery. Unbeknownst to Bam however, Madea is only using the ""concerned friend"" gag as a way to hide out from the police.",,Released,141,1/31/2017,1000000,15000000,0.9086,7.5,44,"Comedy, Drama",,,English,,FALSE,en,,/AiAjUIXVcLNJU7dhIyiV85dLVR.jpg,/z3Ef0BSs8nPLwVB2FTuwi1QIrCh.jpg
436391,tt5969696,The Battleship Island,ךµ°ם•¨כ„,"During the Japanese colonial era, roughly 400 Korean people, who were forced onto Battleship Island 'Hashima Island' to mine for coal, attempt to escape.",1945 Hashima. We called it hell on earth.,Released,132,7/26/2017,21000000,46183383,3.682,7.132,266,"Action, History, Drama, War","Filmmaker R&K, CJ Entertainment, filmK",South Korea,"Korean, Japanese",,FALSE,ko,,/fBjgHOtN10glbcGRtqS76iKPYJ0.jpg,/sdgmx9smLbSdnR4bUNVNdcF0HHx.jpg
436830,tt5162658,Gold,Oro,Spanish soldiers battle indigenous tribes and their own brutal natures as they search for a legendary city built of gold.,,Released,103,11/10/2017,7130000,1528185,1.7487,5.7,188,"Adventure, History, Drama, Action","Apaches Films, ֳralan Films, Cine365 Films, Movistar+, Telefֳ³nica Studios, Virtual Contenidos, Atresmedia, Canal Sur, Tezutlan Films",Spain,Spanish,,FALSE,es,,/2nHoRPAjQIo3IdnflGK9vaFQDoA.jpg,/7J5y3UscuQd4Vd32zqkengQjRvw.jpg
436969,tt6334354,The Suicide Squad,The Suicide Squad,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",They're dying to save the world.,Released,132,7/28/2021,185000000,168717425,14.2327,7.5,8856,"Action, Comedy, Adventure","DC Films, Atlas Entertainment, The Safran Company, Warner Bros. Pictures",United States of America,"English, French, Spanish",https://www.thesuicidesquad.net,FALSE,en,Suicide Squad Collection,/q61qEyssk2ku3okWICKArlAdhBn.jpg,/rAgsOIhqRS6tUthmHoqnqh9PIAE.jpg
437048,tt6459494,To Crack Bloggers,׀’׀·׀»׀¾׀¼׀°ׁ‚ׁ ׀±׀»׀¾׀³׀µׁ€׀¾׀²,Popular teen video-bloggers became digital persons after being ֲ«hackedֲ» by evil computer virus. They need to find their way back home from this ֲ«digital trapֲ».,,Released,67,11/10/2016,500000,119836,1.0421,2,18,"Comedy, Science Fiction, Adventure",Bazelevs Production,Russia,Russian,,FALSE,ru,,/iOE7ZauGk1rY0SHDoPwgCZadvzY.jpg,/128Jx9FxEqU8fMAxAABdFBXjUaE.jpg
437068,tt6878038,A Taxi Driver,םƒל‹ל´ל „ל‚¬,"May, 1980. Man-seob is a taxi driver in Seoul who lives from hand to mouth, raising his young daughter alone. One day, he hears that there is a foreigner who will pay big money for a drive down to Gwangju city. Not knowing that heג€™s a German journalist with a hidden agenda, Man-seob takes the job.","Based on true events, an untold story of a taxi driver.",Released,138,08/02/2017,12820005,81927980,5.9219,8.065,1042,"Action, Drama, History","The LAMP, Showbox",South Korea,"Korean, Japanese, English, German",,FALSE,ko,,/iXVaWbxmyPk4KZGZk5GGDGFieMX.jpg,/5l2kTFOC9QicBxOVpocy5pSu4i8.jpg
437103,tt6493286,1987: When the Day Comes,1987,"In 1987 Korea, under an oppressive military regime, a college student gets killed during a police interrogation involving torture. Government of officials are quick to cover up the death and order the body to be cremated. A prosecutor who is supposed to sign the cremation release, raises questions about a 21-year-old kid dying of a heart attack, and he begins looking into the case for truth. Despite a systematic attempt to silence everyone involved in the case, the truth gets out, causing an eruption of public outrage.",The truth must be told.,Released,129,12/27/2017,12308000,49380115,3.4081,8.1,154,"Drama, History, Thriller","CJ Entertainment, Woojeong Film",South Korea,Korean,,FALSE,ko,,/3KgL5KiGk8ABfMFHzGP2GnoH8sL.jpg,/no875UXrxLQhjITs2SC9OOCn94M.jpg
437109,tt6777338,The Villainess,ל•…כ…€,A young girl is raised as a killer in the Yanbian province of China. She hides her identity and travels to South Korea where she hopes to lead a quiet life but becomes involved with two mysterious men.,An endless vengeance begins.,Released,129,06/08/2017,125000,8737458,4.4239,6.9,709,"Action, Crime, Drama, Thriller","Apeitda, Next Entertainment World, Contents Panda",South Korea,Korean,,FALSE,ko,,/tJlOV2SU6qTxR540H9VtoCAOVm.jpg,/z1cnQkqzlncY75HFdfjX0wJkYjN.jpg
